level_1,level_1_desc,level_2,level_2_desc,level_3,level_3_desc,level_4,level_4_desc,level_5,level_5_desc,leaf,leaf_desc
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_DoubtfulAccts,Provision For Doubtful Accounts (A27),XCO75000,Doubtful Debt CO
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XCY73321,Marketing Cyprus
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XCZ61000,Freight CZ
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XCZ66120,Planning/Procurement
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XDE61000,Freight Germany
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),XDE62000,WAREHOUSING
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XDE65500,Germany Scrapping
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XDE72510,SALES ADMIN DE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),XDE72710,COMMISSIONS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_RelationMktg,Relationship Marketing (M07),XDE73301,Consumer relationshi
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XDE73321,Marketing Germany
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XDS71610,Dubai Incentive
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XDS72600,Dubai Western Sales
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XDS72630,DUBAI International HQ
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),XDS73501,"CEO, Branded CPG"
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XEC60000,FREIGHT ECUADOR
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XEE61000,FREIGHT EASTERN EU
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XEE73321,MARKETING EASTERN EU
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XEG61000,Freight Egypt
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XES61000,Freight Spain
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),XES62000,WAREHOUSING
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XES65500,Obsolecence
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XES72510,SALES ADMIN ES
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),XES72710,COMMISSIONS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XES73321,Marketing Spain
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XFI61001,Freight Finland
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XFR60000,Freight France
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XFR65500,Obsolecence
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_StockAdj,Stock Adjustments (C12),XFR66500,stock adjustments FR
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),XFR72301,Sampling France
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XFR72500,Free of Charge FR
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XFR73321,Marketing France
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XFR73325,CHR Ph Marketing FR
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XGB60000,Freight - UK
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XGB65500,Obsolecence
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_StockAdj,Stock Adjustments (C12),XGB66500,stock adjustments UK
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),XGB72301,Sampling UK
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),XGB72302,Sampling UK WE
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),XGB72303,Starbucks Whole Eart
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Samples,Samples Expense (M09),XGB72304,Samples SwCo
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XGB73226,UK NPD/Pkg costs
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XGB73236,UK NPD/Pkg costs WE
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XGR61000,Freight Greece
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XGR65500,Obsolecence
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XGR73321,Promotions Greece
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XGT72500,Sales & Mkt Admin. Guatemala
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XHK61000,Freight HongKong
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),XHK62500,Distribution costs Hong Kong
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),XHK63601,Other cost HK
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XHK65500,Obsolescence HK
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XHK72500,Sales administration HK
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XHK73321,PROMO - ASPARTA - HK
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XHK73323,PROMO - STEVIA - HK
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XHU60000,Freight Hungary
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XHU65500,Obsolecence
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XID60100,Inbound costs ID
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XID61000,Freight Indonesia
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),XID62500,Distribution costs Indonesia
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XID65500,Obsolescence Indonesia
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XID65510,Stock adjustments ID
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XID72600,Sales admin Indonesi
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XID73321,PROMO - ASPARTA - ID
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XIE61000,Freigh Ireland
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),XIE72410,Advertising Ireland
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),XIE72420,Advert. WE Ireland
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XIL61000,Freight Israel
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XIL73321,MARKETING ISRAEL
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XIN60000,FREIGHT INDIA
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XIT61000,Italy Freight
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),XIT62000,WAREHOUSING
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XIT65500,Obsolecence
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XIT72010,M/Admin Italy
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XIT72510,SALES ADMIN IT
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_VariableSell,Variable Selling (M19),XIT72710,COMMISSIONS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XIT73321,Promotion Italy
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XKR61000,Freight Korea
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XKR72600,Sales admin Korea
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XKR73282,Marketing Korea
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XKR73321,PROMO-ASPARTA KR
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XKW61000,Freight Kuwait - Qat
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XKW65500,SLOB Kuwait-Qatar
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XKW73321,Marketing Kuwait - Qatar
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XLA67900,PPV - LA
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XLB61000,Freight Lebanon
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XLB65500,SLOB Lebanon
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XLB73321,Marketing Lebanon
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XME61000,OUTWARD FREIGHT
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XME65500,Obsolecence
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XME73321,Promotion M. East
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_DoubtfulAccts,Provision For Doubtful Accounts (A27),XME75000,Prov doubtful MEA
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XMX60000,Freight Mexico
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XMX73321,Marketing Mexico
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XMY60100,Inbound costs MY
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XMY61000,Freight Malaysia
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),XMY63601,Other cost Malaysia
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),XMY65500,Obsolecence - Damaged goods Malaysia
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XMY72600,Sales admin Malaysia
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XMY73321,PROMO - ASPARTA - MY
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XMY73323,PROMO STEVIA MY
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Promotions,Promotions (M08),XMY73324,PROMO - GOLD - MY
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XNA61000,Freight North Africa
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),XNE60000,Freight Raw material
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XNE61000,OUTWARD FREIGHT
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),XNE61001,Logistic Amazon Pan-Europe
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_StdCOGS,Standard Cost of Goods Sold,CC_TollerDepr,Toller Depreciation (C04),XNE64000,Toller Depreciation
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66100,Supply Chain EMEA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66101,SC Technical Service
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66105,COGS ADMIN Incent
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66107,COGS ADMIN Incent
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66110,ETC/Customer Service
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66111,IMEA Cust. Service
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66112,WE Cust. Service
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66113,APAC Cust. Service
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66120,Planning/Procurement
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),XNE66155,Regional QA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_StdCOGS,Standard Cost of Goods Sold,CC_ICTrPrDif,Local Intercompany Transfer Price Differences (LRD) (C21),XNE66200,Variance CZpak
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_StockAdj,Stock Adjustments (C12),XNE66500,Stock Adjustments
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_InvtyReval,Inventory Revaluation (C15),XNE67100,Invent reval
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67900,Purchase price diff.
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67903,NCP-CZ
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67904,PPV NCP-AU
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67906,PPV HQEMEA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67908,PVV HQWE
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67909,PPV HQEU
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),XNE67920,Manual PPV
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XNE71610,Eame dist. mkts inc.
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72013,Global Marketing
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72091,Corp. serv. EAME BU1
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72092,Corp. serv. EAME BU2
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72093,Corp. serv. EAME BU3
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72094,Corp. serv. APAC
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72095,Corp. serv. ARG
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_MktgAdmin,Marketing Administration (MKT & M12),XNE72096,Corp. serv. MX
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),XNE72400,Brd Mgt Costs EAME
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),XNE72410,PAN EURO WESTERN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),XNE72411,PAN EURO WESTERN
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),XNE72412,EEU & Nord Marketing
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),XNE72600,Western Sales
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XNE73282,Marketing International
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XNE73283,Marketing North America
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XNE73291,Corp MKTG BU1 Cdl
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_MktgMisc,Miscellaneous Marketing Expense (M17),XNE73292,Corp MKTG alloc BU2
