database,group_name,group_description,group_stageDimName,group_financeDimName,group_accessGroup,name,type,description,outputValue,flipSign,ruleExpression
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51119-,TransformOneToOne,WELFARES,6210080,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51119-5001,TransformOneToOne,WELFARES-FINANCE,6210080,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51119-5091,TransformOneToOne,WELFARES-ADMIN,6210080,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51119-5095,TransformOneToOne,SOCIAL SECURITY,6210080,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51120-5091,TransformOneToOne,UNLOADING FEE-ADMIN,6610070,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51120-5095,TransformOneToOne,UNLOADING CHARGES,6010020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51122-5091,TransformOneToOne,MAIL-ADMIN,6610050,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51125-2095,TransformOneToOne,STORAGE CHARGES,6320020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51125-2310,TransformOneToOne,Storage,6320020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51125-5091,TransformOneToOne,STORAGE-ADMIN,6320020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51127-2126,TransformOneToOne,ENTERTAIN-PURCHASE,6220030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51127-5001,TransformOneToOne,ENTERTAIN-FINANCE,6220030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51127-5002,TransformOneToOne,ENTERTAIN-HR,6220030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51127-5005,TransformOneToOne,ENTERTAIN-LEGAL,6220030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51127-5006,TransformOneToOne,ENTERTAIN-IT,6220030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51127-5091,TransformOneToOne,ENTERTAIN-ADMIN,6220030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51134-5091,TransformOneToOne,SAFETY EXPENSE-ADMIN,6410020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51135-5091,TransformOneToOne,LANDRIGHT DEP.-ADMIN,6710000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51136-,TransformOneToOne,R&D EXPENSE,6620020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51136-5088,TransformOneToOne,R&D EXPENSE,6620020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51137-,TransformOneToOne,TRADE UNION,6610070,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51139-5091,TransformOneToOne,CAR-ADMIN,6220000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51140-5091,TransformOneToOne,REORGANIZATION EXPEN,6210020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51141-5091,TransformOneToOne,ALLOWANCE-ADMIN,6610070,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51142-,TransformOneToOne,IC BENEFICIAL SERVIC,6610090,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51143-,TransformOneToOne,MF BENEFICIAL SERVIC,6610090,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51148-5091,TransformOneToOne,INTANGIBLE AMO-ADMIN,6420020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51149-5095,TransformOneToOne,Overhead on Idle Time,6610070,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51200-0022,TransformOneToOne,IC Beneficial Servic - SMB,6610150,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51200-5091,TransformOneToOne,IC Beneficial Services,6610150,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51201-0002,TransformOneToOne,IC Beneficial Servic - US,6610150,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-51201-5091,TransformOneToOne,IC Beneficial Services,6610150,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-52201-,TransformOneToOne,INTEREST EXPENSE,8410100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-52202-,TransformOneToOne,BANK CHARGES,6610140,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-52203-,TransformOneToOne,INTEREST INCOME,8410100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-52204-,TransformOneToOne,FOREIGN EXCHANGE (GA,8110100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-53000-5091,TransformOneToOne,FIXED ASSET WRITE-OFF,6720000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-53000-5095,TransformOneToOne,FIXED ASSET WRITE-OF,6720000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-54101-,TransformOneToOne,NON-OPERATING INCOME,8190100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-54101-0001,TransformOneToOne,FIXED-ASST DISP.GAIN,8150100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-54102-,TransformOneToOne,NON-OPERATING EXPENS,8190100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-54102-0001,TransformOneToOne,FIXED-ASST DISP.LOSS,8150100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-54103-,TransformOneToOne,SUBSIDIZE REVENUE,8190100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-70-55001-,TransformOneToOne,INCOME TAXES,8610000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-11401-,TransformOneToOne,BAD DEBT RESERVE,1151000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16102-,TransformOneToOne,FIXED ASSETS - BUILD,1530000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16108-,TransformOneToOne,FIXED ASSETS-WASTEWA,1530000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16300-,TransformOneToOne,FIXED ASSETS CGA PRO,1520000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16302-,TransformOneToOne,FIXED ASSETS MAG PRO,1520000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16303-,TransformOneToOne,FIXED ASSETS OTHER P,1520900,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16304-,TransformOneToOne,FIXED ASSETS LAB EQU,1520020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16305-,TransformOneToOne,FIXED ASSETS OFFICE,1520030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16307-,TransformOneToOne,FIXED ASSETS LAND RI,1500000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16308-,TransformOneToOne,FIXED ASSETS-CAR,1520050,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16501-,TransformOneToOne,CUMULATIVE DEPRECIAT,1599000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16501-0001,TransformOneToOne,CUMULATIVE DEP-REV,1599000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16502-,TransformOneToOne,LAND RIGHT DEPRECIAT,1599000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16502-0001,TransformOneToOne,LAND RIGHT DEP-REV,1599000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16503-,TransformOneToOne,ACCUM.DEP.-BUILDING,1570000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16504-,TransformOneToOne,ACCUM.DEP.-EQUIPMENT,1560000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16505-,TransformOneToOne,ACCUM.DEP.-LAB,1560020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16506-,TransformOneToOne,ACCUM.DEP.-FURNITURE,1560030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16507-,TransformOneToOne,ACCUM.DEP.-CAR,1560050,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-16901-,TransformOneToOne,CONSTRUCTION IN PROC,1510000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17001-,TransformOneToOne,OPT LEASE ROU ASSETS,1701000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17002-,TransformOneToOne,WFHK-Lease ROU Asset,1701900,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17301-,TransformOneToOne,INTAN.ASSET CUS-RELA,1721000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17301-0001,TransformOneToOne,ACCUM.AMORT. CUS-REL,1721050,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17302-,TransformOneToOne,INTAN.ASSET CUS-BACK,1721000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17302-0001,TransformOneToOne,ACCUM.AMORT. CUS-BAC,1721050,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17303-,TransformOneToOne,INTAN.ASSET TRADEMAR,1720000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17303-0001,TransformOneToOne,ACCUM.AMORT. TRADEMA,1720050,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-17304-,TransformOneToOne,GOODWILL - PPA,1710000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-19900-,TransformOneToOne,DEFERRED TAX ASSET,1740000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-19900-0002,TransformOneToOne,DFRRD TAX ASSET AMRT,1740000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-22107-,TransformOneToOne,INCOME TAX PAYABLES,2200020,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-23101-,TransformOneToOne,OPT LEASE LIAB. CURR,2201000,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-23102-,TransformOneToOne,WFHK Lease Liab Current,2201900,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-25101-,TransformOneToOne,OPT LEASE LIAB. N-CU,2701000,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-25102-,TransformOneToOne,WFHK Lease Liab Non-Current,2701900,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-29900-0002,TransformOneToOne,DFRRD TAX LIAB,2651010,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-32200-,TransformOneToOne,Additional Contributed Capital,3101000,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-32201-,TransformOneToOne,RETAINED EARNINGS,3500000,true,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-50207-,TransformOneToOne,DEPRECIATION - OH,6710000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-50207-0001,TransformOneToOne,DEPRECIATION-OH-REV,6710000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-50211-2304,TransformOneToOne,OTHER-PRODUCTION,6610070,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-50321-,TransformOneToOne,MG-OVERHEAD,6020035,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51109-,TransformOneToOne,DEPRECIATION - SGA,6710000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51109-0001,TransformOneToOne,DEPRECIATION-SGA-REV,6710000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51111-,TransformOneToOne,BAD DEBT EXPENSE,6610060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51125-0001,TransformOneToOne,OPT LEASE EXP. FIXED,6320020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51125-0002,TransformOneToOne,OPT LEASE EXP. VARI,6320030,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51125-2310,TransformOneToOne,ASC 842 Operating Lease Expense – Fixed,6320020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51125-2311,TransformOneToOne,OPT LEASE EXP. FIXED,6320020,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51126-5091,TransformOneToOne,TAX&ASSO.CHARGE,6210080,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51149-,TransformOneToOne,AMORT.EXP. CUST-RELA,6910110,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51150-,TransformOneToOne,AMORT.EXP. CUST-BACK,6910110,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-51151-,TransformOneToOne,AMORT.EXP. TRADEMARK,6910100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-53000-5091,TransformOneToOne,Fixed Asset Write-off,6720000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-54101-,TransformOneToOne,NON-OPERATING INCOME,8190100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-54101-0001,TransformOneToOne,FIXED-ASST DISP.GAIN,8150100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-54102-,TransformOneToOne,NON-OPERATING EXPENS,8190100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-54102-0001,TransformOneToOne,FIXED-ASST DISP.LOSS,8150100,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,72-76-55001-,TransformOneToOne,INCOME TAXES,8610000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,77-75-12803-,TransformOneToOne,Raw Materials Inventory,1201010,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10101-,TransformOneToOne,CASH ON HAND,1100000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10201-,TransformOneToOne,CASH-BANK(USD-CAPIT),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10201-0001,TransformOneToOne,CASH-BANK(RMB-MB),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10201-0002,TransformOneToOne,CASH-BANK(RMB-BC),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10201-0004,TransformOneToOne,CASH-BANK(RMB-CB),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10201-0005,TransformOneToOne,CASH-BANK (RMB-BC),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10202-0001,TransformOneToOne,CASH-BANK(USD-MB),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10202-0002,TransformOneToOne,CASH-BANK(JPY-MB),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10202-0003,TransformOneToOne,CAHK-BANK (USD-BC),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-10202-0004,TransformOneToOne,CASH IN BANK(LOAN),1100060,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11301-,TransformOneToOne,A/R-THIRD PARTY,1150000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11301-0001,TransformOneToOne,A/R AFFILIATE,1160000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11301-0002,TransformOneToOne,A/R-MAF INTERCO,1160000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11301-0004,TransformOneToOne,A/R-EVD,1160000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11302-,TransformOneToOne,OTHER RECEIVABLES,1153000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11401-,TransformOneToOne,BAD DEBT RESERVE,1151000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11805-,TransformOneToOne,ADV. TO WEIFENG HK,1160000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11901-,TransformOneToOne,PREPAID EXPENSES,1250900,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-11908-,TransformOneToOne,AMORTIZATION EXPENSE,1250900,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12101-,TransformOneToOne,SPARE PARTS AND TOOL,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12102-,TransformOneToOne,PACKAGING MATERIAL,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12102-2010,TransformOneToOne,PACKAGE PURCHASE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12102-2011,TransformOneToOne,PACKAGE USAGE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12102-2012,TransformOneToOne,PACKAGE ADJUST,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12103-,TransformOneToOne,FUEL,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12103-2010,TransformOneToOne,FUEL PURCHASE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12103-2011,TransformOneToOne,FUEL USAGE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12103-2012,TransformOneToOne,FUEL ADJUST,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12104-,TransformOneToOne,CHEMICALS,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12104-2010,TransformOneToOne,CHEMICAL PURCHASE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12104-2011,TransformOneToOne,CHEMICAL USAGE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12104-2012,TransformOneToOne,CHEMICAL ADJUST,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12104-2014,TransformOneToOne,CHEMICALS SALES,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12301-,TransformOneToOne,REMELTS/lic Fin,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12301-2010,TransformOneToOne,REMELT PURCHASE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12301-2011,TransformOneToOne,REMELT USAGE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12301-2012,TransformOneToOne,REMELT ADJUST,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12301-2013,TransformOneToOne,REMELT OUTPUT,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12301-2014,TransformOneToOne,REMELT SALES,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12304-2010,TransformOneToOne,CMAG PURCHASE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12304-2011,TransformOneToOne,CMAG USAGE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12304-2012,TransformOneToOne,CMAG ADJUST,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12304-2013,TransformOneToOne,CMAG OUTPUT,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12304-2014,TransformOneToOne,CMAG SALES,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12501-,TransformOneToOne,CGA,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12501-2010,TransformOneToOne,CGA PURCHASE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12501-2011,TransformOneToOne,CGA USAGE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12501-2012,TransformOneToOne,CGA ADJUST,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12501-2013,TransformOneToOne,CGA OUTPUT,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12501-2014,TransformOneToOne,CGA SALES,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12502-,TransformOneToOne,INTERM PROD FG - CGA,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12502-2010,TransformOneToOne,INTERM PROD FG PURCH,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12502-2011,TransformOneToOne,INTERM PROD FG USAGE,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12502-2012,TransformOneToOne,INTERM PROD FG ADJUS,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12502-2013,TransformOneToOne,INTERM PROD FG OUTPU,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12502-2014,TransformOneToOne,INTERM PROD FG SALES,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12701-,TransformOneToOne,FINISHED GOODS - MAG,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12701-2010,TransformOneToOne,MAG PURCHASE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12701-2011,TransformOneToOne,MAG USAGE,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12701-2012,TransformOneToOne,MAG ADJUST,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12701-2013,TransformOneToOne,MAG OUTPUT,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12701-2014,TransformOneToOne,MAG SALES,1201000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12702-2010,TransformOneToOne,FG-LIC EXT PURCHASE,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12702-2011,TransformOneToOne,FG-LIC EXT USAGE,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12702-2012,TransformOneToOne,FG-LIC EXT ADJUST,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12702-2013,TransformOneToOne,FG-LIC EXT OUTPUT,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12702-2014,TransformOneToOne,FG-LIC EXT SALES,1203000,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12703-2010,TransformOneToOne,GYE/R21 PURCHASE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12703-2011,TransformOneToOne,GYE/R21 USAGE,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12703-2012,TransformOneToOne,GYE/R21 ADJUST,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12703-2013,TransformOneToOne,GYE/R21 OUTPUT,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12703-2014,TransformOneToOne,GYE/R21 SALES,1201400,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12803-,TransformOneToOne,IT INVENTORY,1203010,false,
CHINA,A_Chempax_China,A_Chempax_China,Ac,DetailAccount,Everyone,78-70-12806-,TransformOneToOne,INVENTORY ABSORPTION,1201000,false,
